activity_id,user_id,timestamp,content,post_country,post_region,post_city,device,platform,likes,comments,shares,hour_of_day,day_of_week,is_weekend,has_media,media_type,character_count,hashtag_count,mention_count,contains_url,content_type,is_fake,language
66413ef8-c7ca-42de-a801-b422364a2bc9_11,66413ef8-c7ca-42de-a801-b422364a2bc9,2024-04-07 16:44:00,New skincare product just arrived! So excited to try it out. 🎉,348,164,2999,3,1,5,1,2,16,6,1,0,2,62,0,0,0,3,0,0
30ac94bc-187d-45ab-b0d2-72114fd74ef1_24,30ac94bc-187d-45ab-b0d2-72114fd74ef1,2021-12-15 15:49:00,What does everyone think about the latest tech release? I'm curious to hear opinions.,37,23,2510,4,2,28,6,2,15,2,0,0,2,85,0,0,0,2,0,0
3e0e8966-9dcd-440c-b6a4-91eca50abb0f_43,3e0e8966-9dcd-440c-b6a4-91eca50abb0f,2025-04-07 07:55:00,Check out this weight loss method that helped me lose 10 pounds in just so long! login-support.com #weightloss,224,57,274,4,1,1,0,0,7,0,0,0,2,110,1,0,0,1,1,2
fec1860d-af40-49dc-beb2-b04d4d520472_5,fec1860d-af40-49dc-beb2-b04d4d520472,2023-06-22 22:16:00,Beautiful day at the forest! #nature #photography 💫,62,163,1939,3,2,8,3,0,22,3,0,1,1,51,2,0,0,3,0,5
af293912-0d93-46d1-ae2c-89b6f4558a7f_5,af293912-0d93-46d1-ae2c-89b6f4558a7f,2023-01-23 11:08:00,Finally got around to reading that book after putting it off forever! 🌟,615,92,4295,4,1,8,1,3,11,0,0,0,2,71,0,0,0,2,0,6
807fad61-095c-44e0-9e2f-657aa7a852e8_18,807fad61-095c-44e0-9e2f-657aa7a852e8,2025-04-04 22:04:00,So bored and lonely in this hotel room... wish I had company 😘 See more of my travels on my private page 🍑,75,9,488,1,1,1,1,0,22,4,0,1,1,106,0,0,0,0,1,6
3731dca5-a60c-4ed1-adb7-8b43446fd24f_42,3731dca5-a60c-4ed1-adb7-8b43446fd24f,2021-03-10 20:55:00,Just posted a new update on my profile! Check it out 👌,290,24,917,3,2,10,1,1,20,2,0,0,2,54,0,0,0,2,0,1
93024513-4b70-4f64-9bab-164dab48c4f3_17,93024513-4b70-4f64-9bab-164dab48c4f3,2025-04-08 12:21:00,Just posted a new photo on my official page! Go check it out now.,93,117,4151,5,0,73,10,6,12,1,0,0,2,65,0,0,0,5,1,2
8e1fd97e-a2e4-4c6c-b160-448294082776_2,8e1fd97e-a2e4-4c6c-b160-448294082776,2024-09-22 02:18:00,Just had an amazing sushi at America! 🌈,369,52,11,4,1,6,2,0,2,6,1,1,1,39,0,0,0,3,0,4
42171136-469e-4d38-ad5b-6d735e282c49_2,42171136-469e-4d38-ad5b-6d735e282c49,2025-03-16 23:46:00,So bored and lonely in this hotel room... wish I had company 😘 See more of my travels on my private page 🍑,262,7,4559,1,1,6,0,0,23,6,1,0,2,106,0,0,0,0,1,0
cecb33a2-9d19-4123-ab48-76c479ff8b01_0,cecb33a2-9d19-4123-ab48-76c479ff8b01,2024-08-11 13:13:00,Just wrapped filming for my upcoming movie! Stay tuned for more details soon.,25,3,454,4,1,13,2,1,13,6,1,1,1,77,0,0,0,5,1,3
1f390248-d138-4432-a314-1c7c8ae50663_30,1f390248-d138-4432-a314-1c7c8ae50663,2025-04-06 11:58:00,Quit my job thanks to trading trading! Now I make $100K monthly from anywhere! Learn my system (link in bio) 🏝️ #financialfreedom,106,42,1493,3,1,0,1,0,11,6,1,0,2,129,1,0,0,4,1,4
784bd4df-2690-49ae-97f4-b15a7c71d659_12,784bd4df-2690-49ae-97f4-b15a7c71d659,2024-07-28 20:14:00,Anyone else into gardening? Just discovered this new technique and I'm obsessed!,251,162,362,0,0,11,4,3,20,6,1,1,0,80,0,0,0,11,0,1
035cba09-4ca7-4ad2-b41c-fd7df7938414_0,035cba09-4ca7-4ad2-b41c-fd7df7938414,2025-03-16 00:40:00,ALERT: Your account has been temporarily limited due to copyright infringement. Resolve this issue: securelogin.info/auth,229,98,985,5,0,0,0,0,0,6,1,0,2,121,0,0,0,9,1,5
b62cb30e-f244-4fa9-851e-9bc6d92d1593_18,b62cb30e-f244-4fa9-851e-9bc6d92d1593,2020-10-26 18:12:00,Feeling relaxed after cleaning out my closet. Anyone else?,594,145,912,3,1,32,5,5,18,0,0,0,2,58,0,0,0,2,0,0
00a22005-7826-4bcf-b72b-fc93f9d2213e_0,00a22005-7826-4bcf-b72b-fc93f9d2213e,2021-08-21 10:58:00,We're hiring! Looking for a talented Marketing Manager to join our team.,579,45,849,0,0,10,4,0,10,5,1,1,1,72,0,0,0,6,0,1
6d624837-ea95-4627-b991-1e61fa195516_28,6d624837-ea95-4627-b991-1e61fa195516,2022-01-07 20:02:00,Highlight of my day was definitely beating my personal record. 💫,233,84,540,3,1,15,10,5,20,4,0,1,1,64,0,0,0,2,0,2
a34eaedf-7f2e-40ef-a3a1-2cc5de84b33c_3,a34eaedf-7f2e-40ef-a3a1-2cc5de84b33c,2021-05-06 09:12:00,"Meet our team member James, our amazing manager!",100,53,1239,0,0,8,4,1,9,3,0,1,1,48,0,0,0,6,0,3
66d96162-f7e8-4b19-a9b1-78ff5701cff7_38,66d96162-f7e8-4b19-a9b1-78ff5701cff7,2023-06-07 12:25:00,Highlight of my day was definitely finding the perfect coffee shop. 💫,177,139,1004,3,2,18,15,2,12,2,0,0,2,69,0,0,0,2,0,1
8c5d6572-8daa-4bda-aff9-20d8f6fec4da_18,8c5d6572-8daa-4bda-aff9-20d8f6fec4da,2025-03-31 00:45:00,So bored and lonely in this hotel room... wish I had company 😘 See more of my travels on my private page 🍑,481,45,1277,3,1,3,0,0,0,0,0,1,1,106,0,0,0,0,1,6
c5653c25-63da-422d-af10-15db8319f4fe_9,c5653c25-63da-422d-af10-15db8319f4fe,2025-03-16 10:30:00,ATTENTION! Ethereum is about to 🚀 5x in the next two years! DM me for the insider info!,25,39,13,1,2,4,1,0,10,6,1,1,1,87,0,0,0,4,1,3
579c862c-d5d0-458b-9580-72b8f5de65d6_20,579c862c-d5d0-458b-9580-72b8f5de65d6,2025-03-25 08:07:00,The secret method that celebrities use to lose weight fast! I lost 25 pounds in a few weeks! bit.ly/verify-now #weightloss,569,60,2864,3,1,0,0,0,8,1,0,1,1,122,1,0,1,1,1,1
31965d1d-8f54-498b-9eba-62ae57ce314d_2,31965d1d-8f54-498b-9eba-62ae57ce314d,2021-11-14 14:19:00,Just had an amazing ramen at our neighborhood! 🎉,197,42,4757,4,1,16,2,1,14,6,1,0,2,48,0,0,0,3,0,6
33229cf2-6415-4668-8888-73970f0903c7_9,33229cf2-6415-4668-8888-73970f0903c7,2025-04-06 12:40:00,Your TikTok account will be deleted in 24 hours due to violations. Appeal here: account-verify.net,99,69,3541,0,3,17,9,0,12,6,1,1,1,98,0,0,0,9,1,6
8cd608e7-ba0c-4168-83d4-36f437a8f08f_6,8cd608e7-ba0c-4168-83d4-36f437a8f08f,2025-01-09 01:40:00,So bored and lonely in this hotel room... wish I had company 😘 See more of my travels on my private page 🍑,198,109,258,3,2,1,0,0,1,3,0,1,1,106,0,0,0,0,1,0
917aca48-7503-407b-a057-456756f07faf_5,917aca48-7503-407b-a057-456756f07faf,2022-02-14 20:46:00,Just posted a new video on my profile! Check it out 🤩,343,101,4159,3,1,11,4,1,20,0,0,1,4,53,0,0,0,2,0,1
a2deeb71-62d6-4a76-8486-800abc5846eb_17,a2deeb71-62d6-4a76-8486-800abc5846eb,2025-03-16 16:03:00,This investment opportunity is changing lives! Turn $100 into $10000 in a decade! login-support.com,234,144,1,4,2,2,0,0,16,6,1,0,2,99,0,0,0,1,1,0
5db93e81-fafe-4037-b2fb-bccb22d3c81c_44,5db93e81-fafe-4037-b2fb-bccb22d3c81c,2025-04-08 11:50:00,SHOCKING: What athlete did after getting fired will amaze you! securelogin.info/auth #celebrity #news,271,46,584,0,3,1,0,0,11,1,0,1,1,101,2,0,0,1,1,3
4c8ed4c7-d849-400f-b51d-391b3cc00e0c_23,4c8ed4c7-d849-400f-b51d-391b3cc00e0c,2025-03-27 14:13:00,Community spotlight: the expert has been volunteering with us for 6 months. Thank you!,123,31,3137,5,3,19,0,2,14,3,0,1,1,86,0,0,0,7,0,4
629554bc-3e56-4d4d-86c5-f6ee18c102b8_25,629554bc-3e56-4d4d-86c5-f6ee18c102b8,2021-02-21 07:00:00,Highlight of my day was definitely catching up with an old friend. 🙏,214,45,251,4,2,8,16,4,7,6,1,0,2,68,0,0,0,2,0,0
8a06283c-0212-4345-b6c7-7a6fab935f95_13,8a06283c-0212-4345-b6c7-7a6fab935f95,2025-03-10 22:28:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,278,24,352,1,2,1,2,1,22,0,0,1,0,74,0,0,0,0,1,4
9c6c20f2-c2b5-406c-931f-9b0916d64f7e_24,9c6c20f2-c2b5-406c-931f-9b0916d64f7e,2025-01-09 19:06:00,What does everyone think about the latest tech release? I'm curious to hear opinions.,377,78,595,4,1,13,5,1,19,3,0,1,0,85,0,0,0,2,0,1
7a569e51-670e-46fe-87e0-387ef7dc3e25_24,7a569e51-670e-46fe-87e0-387ef7dc3e25,2020-06-23 16:46:00,Join us this Sunday for our special event on health!,385,6,1246,2,3,13,5,1,16,1,0,0,2,52,0,0,0,6,0,0
97a9b1c2-1d02-4eed-bed9-dacb04eaf100_0,97a9b1c2-1d02-4eed-bed9-dacb04eaf100,2025-03-26 23:51:00,"BREAKING: New Web3 mining strategy generating $10,000K daily! Only sharing with the next 50 people who DM me! #cryptomillionaire",206,9,2285,2,0,2,0,0,23,2,0,0,2,128,1,0,0,4,1,1
0f33fc4a-e2f8-4062-8e4e-a2bb4aae053a_53,0f33fc4a-e2f8-4062-8e4e-a2bb4aae053a,2019-09-30 06:26:00,UPDATE: officials have confirmed according to officials. #news,418,162,426,3,1,5,12,0,6,0,0,0,2,62,1,0,0,10,0,1
4bd331b7-3292-48df-a5fc-4dc9c3f7c0f8_32,4bd331b7-3292-48df-a5fc-4dc9c3f7c0f8,2025-04-05 00:04:00,I can't believe this works! Made $100 from home in just a week! See how: bit.ly/verify-now #workfromhome,35,52,2368,2,3,1,0,0,0,5,1,1,1,104,1,0,1,1,1,2
7d94d73f-5efe-4559-be65-8f781c44aab9_14,7d94d73f-5efe-4559-be65-8f781c44aab9,2025-03-17 17:42:00,Pro tip for fellow painting enthusiasts: always bring extra batteries,229,58,1290,2,3,77,9,0,17,0,0,1,1,69,0,0,0,11,0,0
f2b64e1c-19b8-4ce5-8472-257baf2ee538_33,f2b64e1c-19b8-4ce5-8472-257baf2ee538,2022-05-21 14:26:00,Need recommendations for gyms in this hidden spot! Help a friend out.,340,9,595,3,2,10,2,1,14,5,1,0,2,69,0,0,0,2,0,3
912f7e68-3afb-4d1a-96ae-d16d7d1f8192_25,912f7e68-3afb-4d1a-96ae-d16d7d1f8192,2025-03-30 19:39:00,SHOCKING: What pop star did after getting fired will amaze you! bit.ly/verify-now #celebrity #news,188,53,1284,1,2,2,0,0,19,6,1,0,2,98,2,0,1,1,1,0
7c5ba547-c7b0-4675-99ed-d387ddf85f6d_17,7c5ba547-c7b0-4675-99ed-d387ddf85f6d,2024-10-09 11:34:00,What does everyone think about this social media trend? I'm curious to hear opinions.,389,18,1831,3,2,14,1,2,11,2,0,0,2,85,0,0,0,2,0,4
c9b92a38-888b-4adc-a2ef-286405241acb_17,c9b92a38-888b-4adc-a2ef-286405241acb,2021-12-06 11:45:00,Just posted a new collection on my profile! Check it out 🎉,24,60,3123,1,1,9,2,0,11,0,0,1,1,58,0,0,0,2,0,1
a95221e5-1df7-4a14-83ee-7e04d1902ada_24,a95221e5-1df7-4a14-83ee-7e04d1902ada,2025-02-26 12:09:00,Controversial take: cereal is a soup. Change my mind.,190,12,238,3,2,19,1,1,12,2,0,1,1,53,0,0,0,3,0,2
b18147fb-7be2-460e-a9e6-2f8c3b95992f_5,b18147fb-7be2-460e-a9e6-2f8c3b95992f,2023-05-01 21:38:00,This watch is worth every penny! Worth every penny. #recommendation,148,161,2279,4,2,16,5,6,21,0,0,1,4,67,1,0,0,2,0,0
f95873db-0a26-4fba-82ef-3149018f91b2_34,f95873db-0a26-4fba-82ef-3149018f91b2,2025-03-31 20:07:00,Check out this weight loss method that helped me lose 500 pounds in just two years! bit.ly/verify-now #weightloss,357,31,98,4,1,1,0,0,20,0,0,1,1,113,1,0,1,1,1,0
ebd857fe-0c80-42b6-a974-6d9a5c40a56d_4,ebd857fe-0c80-42b6-a974-6d9a5c40a56d,2025-02-28 16:21:00,⚠️ URGENT: Web3 is about to skyrocket! My team has insider info that it will jump 5x in forever! DM me now to get in early! 💰💰💰,200,104,380,3,1,3,1,0,16,4,0,1,1,127,0,0,0,4,1,4
70775bf0-cc47-4ab5-a319-80cd3f3a58c4_3,70775bf0-cc47-4ab5-a319-80cd3f3a58c4,2025-03-28 11:53:00,This investment opportunity is changing lives! Turn $500 into $1000 in three days! account-verify.net,146,95,423,4,2,1,0,0,11,4,0,1,1,101,0,0,0,1,1,0
dba4104a-547e-42dd-b8d0-0173130ab094_28,dba4104a-547e-42dd-b8d0-0173130ab094,2025-03-30 17:42:00,Special announcement coming next week! Can't say more right now... 👀,25,13,454,0,0,38,2,2,17,6,1,0,2,68,0,0,0,5,1,0
5f753e93-c090-4d60-a065-5686dab367ee_18,5f753e93-c090-4d60-a065-5686dab367ee,2024-11-28 05:51:00,Just wrapped filming for my upcoming movie! Stay tuned for more details soon.,25,39,454,1,1,29,5,5,5,3,0,0,2,77,0,0,0,5,1,6
8dd46762-e431-48f2-adfd-6961557b9049_1,8dd46762-e431-48f2-adfd-6961557b9049,2022-06-23 09:48:00,Just had an amazing steak at our neighborhood! 🚀,182,81,731,0,0,4,0,1,9,3,0,0,2,48,0,0,0,3,0,2
7b24b963-37fc-4f53-83c0-fb62ac8df319_11,7b24b963-37fc-4f53-83c0-fb62ac8df319,2022-03-26 19:21:00,Highlight of my day was definitely catching up with an old friend. 🙌,265,60,687,4,2,11,17,3,19,5,1,1,1,68,0,0,0,2,0,6
87f2b395-23cf-456f-b014-ee5ccadaefcc_9,87f2b395-23cf-456f-b014-ee5ccadaefcc,2025-04-03 12:08:00,Financial freedom achieved! Made $10K last month with trading master's secret Ethereum system. Link in bio 💰📈,66,156,1279,2,3,13,0,0,12,3,0,0,2,109,0,0,0,4,1,0
23c2a293-8c48-4fd0-9335-e2ed67b7cbec_4,23c2a293-8c48-4fd0-9335-e2ed67b7cbec,2025-03-26 22:31:00,ATTENTION! NFT is about to 🚀 5x in the next two years! DM me for the insider info!,239,19,898,0,3,1,0,0,22,2,0,1,1,82,0,0,0,4,1,1
837e1a39-2e07-484b-971f-4d594dac3489_20,837e1a39-2e07-484b-971f-4d594dac3489,2025-01-25 18:04:00,Beautiful day at the river! #nature #photography ❤️,55,129,1329,4,2,2,3,0,18,5,1,1,1,51,2,0,0,3,0,3
d0e31282-c3c8-43aa-a9f0-0c7c9e2749f4_7,d0e31282-c3c8-43aa-a9f0-0c7c9e2749f4,2025-02-19 16:50:00,So excited to announce my new project! Can't wait for you all to see it. 🎉,331,25,1288,5,0,4,9,0,16,2,0,0,2,74,0,0,0,5,1,0
10440cbf-92c0-474e-9189-69b524b56be5_5,10440cbf-92c0-474e-9189-69b524b56be5,2025-01-31 06:15:00,When will people wake up to the those people agenda? They're literally replacing us! Research the statistics!,25,10,552,5,3,4,1,1,6,4,0,0,2,109,0,0,0,8,1,2
861304c0-4635-4fea-a9f1-444468c5f972_8,861304c0-4635-4fea-a9f1-444468c5f972,2025-02-27 08:05:00,"The secret method that celebrities use to lose weight fast! I lost 10,000 pounds in a week! account-verify.net #weightloss",64,164,787,2,3,0,0,0,8,3,0,0,2,122,1,0,0,1,1,2
628209ee-9098-412a-a4c1-0438ad96dee3_11,628209ee-9098-412a-a4c1-0438ad96dee3,2025-03-30 15:55:00,"I can't believe this works! Made $10,000 from home in just two years! See how: securelogin.info/auth #workfromhome",253,91,337,4,1,1,0,0,15,6,1,0,2,114,1,0,0,1,1,0
a295af01-f72f-4938-a557-1941b50dc939_10,a295af01-f72f-4938-a557-1941b50dc939,2025-02-17 14:43:00,"This camera changed my life! Seriously, I use it every day now. 🌟",294,12,873,3,2,17,9,0,14,0,0,0,2,65,0,0,0,3,0,3
fdc22663-4271-4db9-bbae-55419798f340_2,fdc22663-4271-4db9-bbae-55419798f340,2023-07-09 10:40:00,We need volunteers for our upcoming festival! DM us if interested.,116,54,801,2,3,64,14,7,10,6,1,1,1,66,0,0,0,7,0,3
41fb3007-9cda-4853-8f15-147dabda17c2_23,41fb3007-9cda-4853-8f15-147dabda17c2,2021-03-20 16:13:00,Finally got around to going to the gym after putting it off forever! 🙌,28,143,1265,3,2,7,1,1,16,5,1,0,2,70,0,0,0,2,0,3
c6bc744e-a1b4-4cf4-8f73-faf7d24cb870_6,c6bc744e-a1b4-4cf4-8f73-faf7d24cb870,2024-10-14 20:28:00,Finally got around to starting that project after putting it off forever! 🌟,33,87,234,4,2,77,1,1,20,0,0,0,2,75,0,0,0,2,0,0
4eeced00-0e56-43f8-ae8c-6222901690ba_23,4eeced00-0e56-43f8-ae8c-6222901690ba,2024-12-19 13:33:00,Reminder: Downtown Association meeting this Thursday at a decade. All welcome!,248,29,369,5,0,53,8,6,13,3,0,1,1,78,0,0,0,7,0,3
294375c5-ef65-4f60-8da4-7ecbcbb84658_12,294375c5-ef65-4f60-8da4-7ecbcbb84658,2025-03-18 15:05:00,Congratulations! You've won the LinkedIn monthly user lottery! Claim your $25 prize here: login-support.com,106,31,470,4,2,1,0,0,15,1,0,0,2,107,0,0,0,9,1,6
d6f0da2b-19f9-4822-b4bc-ec1e4cfb65fb_10,d6f0da2b-19f9-4822-b4bc-ec1e4cfb65fb,2025-04-03 12:07:00,BREAKING NEWS: billionaire just revealed their secret to success! Read here: account-verify.net,212,77,945,2,0,1,0,0,12,3,0,1,1,95,0,0,0,1,1,0
020f2944-6587-43e5-ae9e-812128f4acaf_24,020f2944-6587-43e5-ae9e-812128f4acaf,2025-03-27 02:40:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,382,110,1256,4,2,1,0,0,2,3,0,1,0,74,0,0,0,0,1,0
c22dfef1-1e79-4272-b50f-9b8c71e62af8_19,c22dfef1-1e79-4272-b50f-9b8c71e62af8,2025-04-08 02:05:00,Nothing to do tonight... maybe you can entertain me? 😘 My private page has all my content (link in bio) 🔥,219,120,303,4,1,5,0,0,2,1,0,1,0,105,0,0,0,0,1,4
0cabe955-76f9-4739-8149-e421f9612326_7,0cabe955-76f9-4739-8149-e421f9612326,2025-03-23 06:55:00,FACT: protesters are responsible for the rise in social problems in our community! Research it yourself!,409,145,903,1,1,27,2,0,6,6,1,0,2,104,0,0,0,8,1,5
ebd857fe-0c80-42b6-a974-6d9a5c40a56d_40,ebd857fe-0c80-42b6-a974-6d9a5c40a56d,2025-04-04 15:45:00,🚀 Just made $500K in a decade with this new Web3 strategy! DM me to learn how! 💰,37,45,54,0,0,6,2,0,15,4,0,0,2,80,0,0,0,4,1,4
1633a875-bd26-4ab4-8b2e-fd0c3db07cb9_8,1633a875-bd26-4ab4-8b2e-fd0c3db07cb9,2025-03-07 17:15:00,Beautiful day at the lake! #nature #photography 😍,2,84,69,3,2,6,5,0,17,4,0,0,2,49,2,0,0,3,0,0
1c38bb79-bd79-4938-962d-ad1ccb3198ec_25,1c38bb79-bd79-4938-962d-ad1ccb3198ec,2025-03-20 01:57:00,The crypto secret that banks don't want you to know! I've helped 1000 people make over $500K each! Message me for details 🤫💰,37,48,105,2,0,1,1,0,1,3,0,0,2,124,0,0,0,4,1,6
9ad5c964-afa8-46c9-bf19-d5ea74d4e896_7,9ad5c964-afa8-46c9-bf19-d5ea74d4e896,2022-01-07 17:01:00,This camera is surprisingly good! Worth every penny. #recommendation,27,150,1217,3,1,55,6,3,17,4,0,1,1,68,1,0,0,2,0,3
c1ffbfa2-a58c-43e5-8adc-d585c6553934_0,c1ffbfa2-a58c-43e5-8adc-d585c6553934,2022-03-29 04:57:00,"This phone changed my life! Seriously, I use it every day now. 😊",91,107,1668,3,1,4,6,0,4,1,0,0,2,64,0,0,0,3,0,0
af806136-bdb9-4ed2-82ef-22f1ce19b5bc_12,af806136-bdb9-4ed2-82ef-22f1ce19b5bc,2025-03-18 15:00:00,Why do liberals always get special treatment? Real workers are suffering!,92,137,28,1,2,68,1,0,15,1,0,0,2,73,0,0,0,8,1,4
e0950c15-d8ac-47e7-9423-e089c4d6fc28_9,e0950c15-d8ac-47e7-9423-e089c4d6fc28,2023-01-30 09:23:00,Need recommendations for restaurants in the garden! Help a friend out.,81,116,56,4,2,46,4,1,9,0,0,0,2,70,0,0,0,2,0,4
7dd301fb-7921-4ff3-b3d7-5caa2e9fb6a0_10,7dd301fb-7921-4ff3-b3d7-5caa2e9fb6a0,2023-05-08 15:13:00,Community spotlight: the spokesperson has been volunteering with us for a year. Thank you!,76,105,2342,3,2,1,14,1,15,0,0,1,1,90,0,0,0,7,0,6
a207d3f9-7459-401c-aa3b-ad188cb6b431_1,a207d3f9-7459-401c-aa3b-ad188cb6b431,2024-11-25 11:50:00,Just had an amazing salad at our neighborhood! 🌟,258,9,215,4,2,8,4,2,11,0,0,1,1,48,0,0,0,3,0,1
87d39efd-6d94-4e60-8012-9e1ac8864630_20,87d39efd-6d94-4e60-8012-9e1ac8864630,2025-03-28 20:05:00,Doctors are furious about this new weight loss trick! Lose 50 pounds without diet or exercise: security-check.site,39,93,1358,5,0,0,0,0,20,4,0,1,1,114,0,0,0,1,1,5
19e8792e-0afd-4e51-a95b-8812e023dfe9_18,19e8792e-0afd-4e51-a95b-8812e023dfe9,2025-04-04 01:05:00,I'm so lonely tonight... Anyone want to keep me company? 😘 Check my profile for more...,415,14,1411,0,3,5,1,0,1,4,0,1,0,87,0,0,0,0,1,0
84b42efe-5faf-4098-b9ed-7ce65e1a648d_31,84b42efe-5faf-4098-b9ed-7ce65e1a648d,2025-04-02 11:59:00,"Check out this weight loss method that helped me lose 5,000 pounds in just a decade! account-verify.net #weightloss",92,91,111,1,1,1,0,0,11,2,0,0,2,115,1,0,0,1,1,0
3ef26476-1aad-41f3-949d-c5103229e393_23,3ef26476-1aad-41f3-949d-c5103229e393,2025-03-25 21:50:00,Financial freedom achieved! Made $100K last month with crypto guru's secret blockchain system. Link in bio 💰📈,102,108,492,2,0,1,2,0,21,1,0,0,2,109,0,0,0,4,1,0
7dc880da-4129-41fc-b024-5f3f5df1a6d2_44,7dc880da-4129-41fc-b024-5f3f5df1a6d2,2023-07-20 11:15:00,What does everyone think about this social media trend? I'm curious to hear opinions.,307,7,500,4,1,2,5,1,11,3,0,1,0,85,0,0,0,2,0,6
a51b5b16-ce5a-4d08-8568-2cc67bccbc34_6,a51b5b16-ce5a-4d08-8568-2cc67bccbc34,2025-04-08 16:54:00,We've updated our terms of service. All users must re-authenticate by 48 hours to continue using LinkedIn: security-check.site,21,135,1043,4,1,2,0,0,16,1,0,1,3,126,0,0,0,9,1,4
a9195e45-41e3-4e15-870b-c8737bb1f45c_5,a9195e45-41e3-4e15-870b-c8737bb1f45c,2025-02-23 20:32:00,ALERT: Your account has been temporarily limited due to copyright infringement. Resolve this issue: bit.ly/verify-now,30,88,2462,0,3,5,0,0,20,6,1,0,2,117,0,0,1,9,1,1
47ac9b2d-60a0-4ed3-931c-4be9ec86d813_7,47ac9b2d-60a0-4ed3-931c-4be9ec86d813,2023-08-28 08:11:00,Just had an amazing ramen at our community! 😊,275,25,1175,4,1,7,2,0,8,0,0,0,2,45,0,0,0,3,0,4
7d2c1195-5a4f-40de-ab3d-ead87d57fd89_14,7d2c1195-5a4f-40de-ab3d-ead87d57fd89,2019-12-30 14:43:00,Check out our new solution now available! Link in bio.,88,127,798,0,0,11,2,1,14,0,0,1,3,54,0,0,0,6,0,0
5a603ad1-bb3d-4af0-993c-4860dbd96925_1,5a603ad1-bb3d-4af0-993c-4860dbd96925,2025-01-01 01:15:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,173,42,4265,3,1,2,0,0,1,2,0,1,0,74,0,0,0,0,1,2
98d1118e-b805-4035-b0e1-819708b57030_3,98d1118e-b805-4035-b0e1-819708b57030,2020-12-04 13:05:00,Join us this Monday for our special event on climate change!,74,41,1365,0,3,5,0,2,13,4,0,1,1,60,0,0,0,6,0,4
fe1bbf16-8dc9-4f27-8d91-e387b61171cd_39,fe1bbf16-8dc9-4f27-8d91-e387b61171cd,2021-11-03 10:51:00,Highlight of my day was definitely beating my personal record. 👌,173,42,3072,1,1,5,3,0,10,2,0,0,2,64,0,0,0,2,0,0
52ff9fe8-5ca0-4628-9b8e-bd8eb7d34dc0_1,52ff9fe8-5ca0-4628-9b8e-bd8eb7d34dc0,2020-04-17 12:28:00,We're hiring! Looking for a talented Web Developer to join our team.,214,142,638,0,3,15,1,3,12,4,0,1,1,68,0,0,0,6,0,0
88fd5636-0ff6-498f-a166-8e65fadf0c4f_6,88fd5636-0ff6-498f-a166-8e65fadf0c4f,2024-11-27 11:26:00,Highlight of my day was definitely finally finishing that project. 😁,137,15,3910,3,2,14,4,3,11,2,0,0,2,68,0,0,0,2,0,0
493b449a-52e0-47e6-b6d3-9922992a7813_15,493b449a-52e0-47e6-b6d3-9922992a7813,2025-04-06 14:59:00,🚀 Just made $25K in two years with this new trading strategy! DM me to learn how! 💰,216,130,1068,0,3,1,0,0,14,6,1,1,1,83,0,0,0,4,1,0
03105d02-c9ed-47a1-8d9c-51b25d73d325_1,03105d02-c9ed-47a1-8d9c-51b25d73d325,2025-04-09 05:36:00,This investment opportunity is changing lives! Turn $500 into $10000 in a few weeks! bit.ly/verify-now,234,76,28,0,3,0,0,0,5,2,0,0,2,102,0,0,1,1,1,1
00635693-a1b1-4b41-b27a-0213793b4fc6_16,00635693-a1b1-4b41-b27a-0213793b4fc6,2024-04-07 10:26:00,What does everyone think about this social media trend? I'm curious to hear opinions.,320,45,2747,5,3,2,17,2,10,6,1,0,2,85,0,0,0,2,0,4
ebdd4c1f-d424-41e8-a49f-ccf4a26b7da3_9,ebdd4c1f-d424-41e8-a49f-ccf4a26b7da3,2025-02-26 22:52:00,"🚀 Just made $1,000K in three days with this new Bitcoin strategy! DM me to learn how! 💰",149,151,3710,5,3,0,0,0,22,2,0,1,1,87,0,0,0,4,1,0
2ece1760-7e74-4124-94bc-aad6f349e10c_1,2ece1760-7e74-4124-94bc-aad6f349e10c,2024-12-25 09:36:00,When will people wake up to the elites agenda? They're literally replacing us! Research the statistics!,338,155,594,2,3,50,2,3,9,2,0,0,2,103,0,0,0,8,1,1
6c2b6069-e0c9-4c72-b32a-0ede6045fb74_11,6c2b6069-e0c9-4c72-b32a-0ede6045fb74,2020-01-30 17:20:00,We're excited to announce our partnership with GreenLife!,367,139,2450,2,0,12,9,1,17,3,0,1,1,57,0,0,0,6,0,0
c8686769-032b-4e5c-a08d-c90c8146b9fd_7,c8686769-032b-4e5c-a08d-c90c8146b9fd,2023-09-21 14:56:00,Highlight of my day was definitely beating my personal record. 👍,53,0,691,4,1,17,1,1,14,3,0,0,2,64,0,0,0,2,0,1
72db2118-e9a2-4d71-80e9-ed2f21a8369d_13,72db2118-e9a2-4d71-80e9-ed2f21a8369d,2025-04-01 20:57:00,We've updated our terms of service. All users must re-authenticate by tomorrow to continue using LinkedIn: login-support.com,72,29,3385,3,1,4,0,0,20,1,0,0,2,124,0,0,0,9,1,6
70b1dd6d-0328-4c5f-91ad-32993099ba9b_28,70b1dd6d-0328-4c5f-91ad-32993099ba9b,2024-09-06 11:26:00,What does everyone think about this social media trend? I'm curious to hear opinions.,288,22,72,4,1,8,5,4,11,4,0,0,2,85,0,0,0,2,0,1
